年龄分组,发病数,死亡数,发病率(1/10万),死亡率(1/10万),发病数,死亡数,发病率(1/10万),死亡率(1/10万),年份,月份
,安徽省,92.0,0.0,0.14995990039663418,0,2009,1,,,
,福建省,25.0,0.0,0.06882165624821493,0,2009,1,,,
,江西省,89.0,0.0,0.20227314101324298,0,2009,1,,,
,山东省,103.0,0.0,0.10937398440813324,0,2009,1,,,
,河南省,298.0,0.0,0.31604628724836165,0,2009,1,,,
,湖北省,58.0,0.0,0.10155828582360846,0,2009,1,,,
,湖南省,317.0,0.0,0.4964923364606712,0,2009,1,,,
,广东省,66.0,0.0,0.06915340349791327,0,2009,1,,,
,广    西,42.0,0.0,0.08720930051475705,0,2009,1,,,
,海南省,2.0,0.0,0.02341932166637373,0,2009,1,,,
,重庆市,71.0,0.0,0.25008824416530917,0,2009,1,,,
,四川省,74.0,0.0,0.09043567017475593,0,2009,1,,,
,贵州省,48.0,0.0,0.12669122224089743,0,2009,1,,,
,云南省,10.0,0.0,0.02201188157343571,0,2009,1,,,
,西    藏,4.0,0.0,0.13937568751413357,0,2009,1,,,
,陕西省,69.0,0.0,0.18341311227782525,0,2009,1,,,
,甘肃省,127.0,0.0,0.48323396914113537,0,2009,1,,,
,青海省,25.0,0.0,0.4510177576515614,0,2009,1,,,
,宁    夏,36.0,0.0,0.5944661149360602,0,2009,1,,,
,新疆,86.0,0.0,0.40360465891182556,0,2009,1,,,
,全    国,4505.0,2.0,0.33922681912864777,0.00015060014167753508,2009,2,,,
,北京市,23.0,0.0,0.1356932633722466,0,2009,2,,,
,天津市,11.0,0.0,0.09353736724283984,0,2009,2,,,
,河北省,1335.0,0.0,1.9101810820187113,0,2009,2,,,
,山西省,5.0,0.0,0.014660132821389766,0,2009,2,,,
,辽宁省,25.0,0.0,0.05794146132444539,0,2009,2,,,
,吉林省,6.0,0.0,0.021945908602313362,0,2009,2,,,
,黑龙江省,34.0,0.0,0.08888978359651463,0,2009,2,,,
,上海市,56.0,0.0,0.2965379668943955,0,2009,2,,,
,江苏省,402.0,0.0,0.5236221108840678,0,2009,2,,,
,浙江省,76.0,0.0,0.14843756668093816,0,2009,2,,,
,安徽省,61.0,2.0,0.09942993395863786,0.003259997834709438,2009,2,,,
,福建省,30.0,0.0,0.08258598749785794,0,2009,2,,,
,江西省,164.0,0.0,0.3727280351255264,0,2009,2,,,
,山东省,55.0,0.0,0.05840358390725563,0,2009,2,,,
,河南省,360.0,0.0,0.3818008839241953,0,2009,2,,,
,湖北省,252.0,0.0,0.4412532418542988,0,2009,2,,,
,湖南省,912.0,0.0,1.4283943560004169,0,2009,2,,,
,广东省,173.0,0.0,0.18126573947180294,0,2009,2,,,
,广    西,113.0,0.0,0.23463454662303682,0,2009,2,,,
,重庆市,101.0,0.0,0.35575933324924264,0,2009,2,,,
,四川省,112.0,0.0,0.1368756089131441,0,2009,2,,,
,贵州省,45.0,0.0,0.11877302085084135,0,2009,2,,,
,云南省,9.0,0.0,0.019810693416092137,0,2009,2,,,
,陕西省,29.0,0.0,0.0770866703776367,0,2009,2,,,
,甘肃省,94.0,0.0,0.3576692370021002,0,2009,2,,,
,青海省,3.0,0.0,0.054122130918187364,0,2009,2,,,
,宁    夏,14.0,0.0,0.23118126691957896,0,2009,2,,,
,新疆,5.0,0.0,0.023465387146036368,0,2009,2,,,
,全    国,8597.0,0.0,0.6473547090008845,0,2009,3,,,
,北京市,11.0,0.0,0.06489677813455273,0,2009,3,,,
,天津市,12.0,0.0,0.1020407642649162,0,2009,3,,,
,河北省,1326.0,0.0,1.897303456746675,0,2009,3,,,
,山西省,11.0,0.0,0.032252292207057484,0,2009,3,,,
,内蒙古,1.0,0.0,0.004142958757798447,0,2009,3,,,
,辽宁省,43.0,0.0,0.09965931347804607,0,2009,3,,,
,吉林省,1.0,0.0,0.0036576514337188933,0,2009,3,,,
,黑龙江省,8.0,0.0,0.020915243199179912,0,2009,3,,,
,上海市,41.0,0.0,0.21710815433339667,0,2009,3,,,
,江苏省,299.0,0.0,0.3894602267520803,0,2009,3,,,
,浙江省,265.0,0.0,0.5175783575059028,0,2009,3,,,
,安徽省,57.0,0.0,0.092909938289219,0,2009,3,,,
,福建省,64.0,0.0,0.17618343999543024,0,2009,3,,,
,江西省,263.0,0.0,0.5977284953537405,0,2009,3,,,
,山东省,57.0,0.0,0.06052735059479219,0,2009,3,,,
,河南省,407.0,0.0,0.43164711043652076,0,2009,3,,,
,湖北省,399.0,0.0,0.6986509662693065,0,2009,3,,,
,湖南省,2170.0,0.0,3.3987014830273075,0,2009,3,,,
,广东省,1203.0,0.0,1.2604779455756008,0,2009,3,,,
,广    西,215.0,0.0,0.4464285621588754,0,2009,3,,,
,海南省,10.0,0.0,0.11709660833186863,0,2009,3,,,
,重庆市,184.0,0.0,0.6481160130481252,0,2009,3,,,
,四川省,192.0,0.0,0.23464390099396132,0,2009,3,,,
,贵州省,262.0,0.0,0.6915229213982319,0,2009,3,,,
,云南省,250.0,0.0,0.5502970393358927,0,2009,3,,,
,陕西省,32.0,0.0,0.08506115352015084,0,2009,3,,,
,甘肃省,362.0,0.0,1.3774070616463858,0,2009,3,,,
,青海省,10.0,0.0,0.18040710306062455,0,2009,3,,,
,宁    夏,66.0,0.0,1.0898545440494438,0,2009,3,,,
,新疆,376.0,0.0,1.7645971133819347,0,2009,3,,,
,全    国,6814.0,0.0,0.5130946826953621,0,2009,4,,,
,北京市,5.0,0.0,0.029498535515705786,0,2009,4,,,
,天津市,21.0,0.0,0.17857133746360335,0,2009,4,,,
,河北省,1259.0,0.0,1.8014366908326276,0,2009,4,,,
,山西省,10.0,0.0,0.029320265642779533,0,2009,4,,,
,内蒙古,1.0,0.0,0.004142958757798447,0,2009,4,,,
,辽宁省,11.0,0.0,0.02549424298275597,0,2009,4,,,
,黑龙江省,1.0,0.0,0.002614405399897489,0,2009,4,,,
,上海市,33.0,0.0,0.17474558763419734,0,2009,4,,,
,江苏省,136.0,0.0,0.17714578875679907,0,2009,4,,,
,浙江省,170.0,0.0,0.33203139915473007,0,2009,4,,,
,安徽省,62.0,0.0,0.10105993287599258,0,2009,4,,,
,福建省,74.0,0.0,0.20371210249471625,0,2009,4,,,
,江西省,224.0,0.0,0.509091950415353,0,2009,4,,,
,山东省,322.0,0.0,0.3419264366933874,0,2009,4,,,
,河南省,369.0,0.0,0.3913459060223002,0,2009,4,,,
,湖北省,436.0,0.0,0.7634381486050568,0,2009,4,,,
,湖南省,505.0,0.0,0.7909420501975992,0,2009,4,,,
,广东省,895.0,0.0,0.9377620625853389,0,2009,4,,,
,广    西,349.0,0.0,0.7246677590392907,0,2009,4,,,
,海南省,24.0,0.0,0.2810318599964847,0,2009,4,,,
,重庆市,166.0,0.0,0.584713359597765,0,2009,4,,,
,四川省,213.0,0.0,0.2603080776651759,0,2009,4,,,
,贵州省,117.0,0.0,0.30880985421218754,0,2009,4,,,
,云南省,255.0,0.0,0.5613029801226106,0,2009,4,,,
,陕西省,211.0,0.0,0.5608719810234947,0,2009,4,,,
,甘肃省,803.0,0.0,3.055408482049856,0,2009,4,,,
,青海省,38.0,0.0,0.6855469916303732,0,2009,4,,,
,宁    夏,92.0,0.0,1.519191182614376,0,2009,4,,,
,新疆,12.0,0.0,0.05631692915048728,0,2009,4,,,
,全    国,7461.0,0.0,0.5618138285280446,0,2009,5,,,
,北京市,6.0,0.0,0.03539824261884694,0,2009,5,,,
,天津市,49.0,0.0,0.41666645408174113,0,2009,5,,,
,河北省,570.0,0.0,0.8155829338956295,0,2009,5,,,
,山西省,41.0,0.0,0.12021308913539609,0,2009,5,,,
,内蒙古,531.0,0.0,2.1999111003909753,0,2009,5,,,
,辽宁省,27.0,0.0,0.06257677823040102,0,2009,5,,,
,吉林省,4.0,0.0,0.014630605734875573,0,2009,5,,,
,黑龙江省,121.0,0.0,0.31634305338759616,0,2009,5,,,
,上海市,8.0,0.0,0.042362566699199355,0,2009,5,,,
,江苏省,161.0,0.0,0.20970935286650474,0,2009,5,,,
,浙江省,208.0,0.0,0.4062501824951992,0,2009,5,,,
,安徽省,73.0,0.0,0.1189899209668945,0,2009,5,,,
,福建省,300.0,0.0,0.8258598749785793,0,2009,5,,,
,江西省,166.0,0.0,0.37727349896852064,0,2009,5,,,
,山东省,109.0,0.0,0.11574528447074296,0,2009,5,,,
,河南省,407.0,0.0,0.43164711043652076,0,2009,5,,,
,湖北省,553.0,0.0,0.9683057251802668,0,2009,5,,,
,湖南省,567.0,0.0,0.8880478068555224,0,2009,5,,,
,广东省,760.0,0.0,0.79631191906688,0,2009,5,,,
,广    西,359.0,0.0,0.745431878209471,0,2009,5,,,
,海南省,93.0,0.0,1.0889984574863785,0,2009,5,,,
,重庆市,284.0,0.0,1.0003529766612367,0,2009,5,,,
,四川省,180.0,0.0,0.2199786571818388,0,2009,5,,,
,贵州省,258.0,0.0,0.6809653195448238,0,2009,5,,,
,云南省,252.0,0.0,0.5546994156505799,0,2009,5,,,
,西    藏,10.0,0.0,0.3484392187853339,0,2009,5,,,
,陕西省,110.0,0.0,0.2923977152255185,0,2009,5,,,
,甘肃省,1046.0,0.0,3.9800215096191147,0,2009,5,,,
,青海省,31.0,0.0,0.5592620194879361,0,2009,5,,,
,宁    夏,108.0,0.0,1.7833983448081807,0,2009,5,,,
,新疆,69.0,0.0,0.3238223426153019,0,2009,5,,,
,全    国,8841.0,0.0,0.6657279262855438,0,2009,6,,,
,北京市,12.0,0.0,0.07079648523769388,0,2009,6,,,
,天津市,1.0,0.0,0.00850339702207635,0,2009,6,,,
,河北省,507.0,0.0,0.7254395569913757,0,2009,6,,,
,山西省,216.0,0.0,0.6333177378840379,0,2009,6,,,
,内蒙古,132.0,0.0,0.5468705560293949,0,2009,6,,,
,辽宁省,34.0,0.0,0.07880038740124573,0,2009,6,,,
,吉林省,5.0,0.0,0.01828825716859447,0,2009,6,,,
,黑龙江省,33.0,0.0,0.08627537819661714,0,2009,6,,,
,上海市,4.0,0.0,0.021181283349599678,0,2009,6,,,
,江苏省,149.0,0.0,0.19407884209384604,0,2009,6,,,
,浙江省,250.0,0.0,0.48828146934519134,0,2009,6,,,
,安徽省,67.0,0.0,0.10920992746276618,0,2009,6,,,
,福建省,602.0,0.0,1.6572254824570156,0,2009,6,,,
,江西省,248.0,0.0,0.5636375165312838,0,2009,6,,,
,山东省,49.0,0.0,0.052032283844645914,0,2009,6,,,
,河南省,390.0,0.0,0.41361762425121157,0,2009,6,,,
,湖北省,377.0,0.0,0.660128857853455,0,2009,6,,,
,湖南省,719.0,0.0,1.1261135328555918,0,2009,6,,,
,广东省,2244.0,0.0,2.351215718929051,0,2009,6,,,
,广    西,1003.0,0.0,2.082641152769079,0,2009,6,,,
,海南省,36.0,0.0,0.4215477899947272,0,2009,6,,,
,重庆市,679.0,0.0,2.3916889829330272,0,2009,6,,,
,四川省,142.0,0.0,0.17353871844345056,0,2009,6,,,
,贵州省,420.0,0.0,1.1085481946078526,0,2009,6,,,
,云南省,85.0,0.0,0.18710099337420352,0,2009,6,,,
,陕西省,86.0,0.0,0.2286018500854054,0,2009,6,,,
,甘肃省,269.0,0.0,1.0235428165272866,0,2009,6,,,
,青海省,6.0,0.0,0.10824426183637473,0,2009,6,,,
,宁    夏,75.0,0.0,1.2384710727834587,0,2009,6,,,
,新疆,1.0,0.0,0.004693077429207273,0,2009,6,,,
,全    国,7383.0,1.0,0.5559404230026208,0.00007530007083876754,2009,7,,,
,北京市,137.0,0.0,0.8082598731303385,0,2009,7,,,
,天津市,8.0,0.0,0.0680271761766108,0,2009,7,,,
,河北省,409.0,0.0,0.5852165262514254,0,2009,7,,,
,山西省,5.0,0.0,0.014660132821389766,0,2009,7,,,
,内蒙古,3.0,0.0,0.012428876273395341,0,2009,7,,,
,辽宁省,2.0,0.0,0.004635316905955631,0,2009,7,,,
,吉林省,17.0,0.0,0.062180074373221185,0,2009,7,,,
,黑龙江省,29.0,0.0,0.07581775659702718,0,2009,7,,,
,上海市,40.0,0.0,0.21181283349599675,0,2009,7,,,
,江苏省,163.0,0.0,0.21231443799528124,0,2009,7,,,
,浙江省,320.0,0.0,0.6250002807618449,0,2009,7,,,
,安徽省,60.0,0.0,0.09779993504128315,0,2009,7,,,
,福建省,883.0,0.0,2.4307808986869515,0,2009,7,,,
,江西省,155.0,0.0,0.3522734478320524,0,2009,7,,,
,山东省,12.0,0.0,0.012742600125219408,0,2009,7,,,
,河南省,218.0,0.0,0.23120164637631826,0,2009,7,,,
,湖北省,185.0,0.0,0.32393591167875113,0,2009,7,,,
,湖南省,1201.0,0.0,1.8810324797768647,0,2009,7,,,
,广东省,2246.0,0.0,2.353311276610806,0,2009,7,,,
,广    西,596.0,0.0,1.237541502542743,0,2009,7,,,
,海南省,8.0,0.0,0.09367728666549492,0,2009,7,,,
,重庆市,222.0,0.0,0.7819660592211075,0,2009,7,,,
,四川省,140.0,1.0,0.17109451114143015,0.0012221036510102153,2009,7,,,
,贵州省,122.0,0.0,0.32200685652894767,0,2009,7,,,
,云南省,17.0,0.0,0.037420198674840706,0,2009,7,,,
,陕西省,5.0,0.0,0.01329080523752357,0,2009,7,,,
,甘肃省,165.0,0.0,0.6278236606951758,0,2009,7,,,
,青海省,1.0,0.0,0.018040710306062455,0,2009,7,,,
,宁    夏,12.0,0.0,0.1981553716453534,0,2009,7,,,
,新疆,2.0,0.0,0.009386154858414547,0,2009,7,,,
,全    国,16180.0,1.0,1.2183551461712587,0.00007530007083876754,2009,8,,,
,北京市,973.0,0.0,5.740415011356346,0,2009,8,,,
,天津市,47.0,0.0,0.3996596600375884,0,2009,8,,,
,河北省,750.0,0.0,1.0731354393363546,0,2009,8,,,
,山西省,12.0,0.0,0.03518431877133544,0,2009,8,,,
,内蒙古,16.0,0.0,0.06628734012477515,0,2009,8,,,
,辽宁省,33.0,0.0,0.07648272894826791,0,2009,8,,,
,吉林省,25.0,0.0,0.09144128584297234,0,2009,8,,,
,黑龙江省,48.0,0.0,0.12549145919507948,0,2009,8,,,
,上海市,530.0,0.0,2.806520043821957,0,2009,8,,,
,江苏省,1332.0,0.0,1.7349866957651203,0,2009,8,,,
,浙江省,1579.0,0.0,3.0839857603842287,0,2009,8,,,
,安徽省,494.0,0.0,0.8052194651732313,0,2009,8,,,
,福建省,872.0,0.0,2.400499369937737,0,2009,8,,,
,江西省,646.0,0.0,1.4681848212871345,0,2009,8,,,
,山东省,208.0,0.0,0.22087173550380307,0,2009,8,,,
,河南省,926.0,0.0,0.9820767180939023,0,2009,8,,,
,湖北省,1548.0,0.0,2.71055562853355,0,2009,8,,,
,湖南省,1908.0,0.0,2.9883513500535037,0,2009,8,,,
,广东省,2053.0,0.0,2.1510899603214537,0,2009,8,,,
,广    西,205.0,0.0,0.4256644429886951,0,2009,8,,,
,海南省,27.0,0.0,0.31616084249604537,0,2009,8,,,
,重庆市,346.0,0.0,1.2187398941013659,0,2009,8,,,
,四川省,714.0,0.0,0.8725820068212937,0,2009,8,,,
,贵州省,311.0,1.0,0.8208535441024815,0.0026394004633520304,2009,8,,,
,云南省,262.0,0.0,0.5767112972240156,0,2009,8,,,
,陕西省,47.0,0.0,0.12493356923272156,0,2009,8,,,
,甘肃省,229.0,0.0,0.871343141207244,0,2009,8,,,
,青海省,10.0,0.0,0.18040710306062455,0,2009,8,,,
,宁    夏,18.0,0.0,0.2972330574680301,0,2009,8,,,
,新疆,11.0,0.0,0.051623851721280006,0,2009,8,,,
,全    国,41807.0,0.0,3.148070061556355,0,2009,9,,,
,北京市,2375.0,0.0,14.011804369960247,0,2009,9,,,
,天津市,253.0,0.0,2.151359446585316,0,2009,9,,,
,河北省,1821.0,0.0,2.605572846708669,0,2009,9,,,
,山西省,275.0,0.0,0.8063073051764372,0,2009,9,,,
,内蒙古,190.0,0.0,0.7871621639817048,0,2009,9,,,
,辽宁省,238.0,0.0,0.5516027118087201,0,2009,9,,,
,吉林省,114.0,0.0,0.4169722634439539,0,2009,9,,,
,黑龙江省,256.0,0.0,0.6692877823737572,0,2009,9,,,
,上海市,418.0,0.0,2.213444110033166,0,2009,9,,,
,江苏省,2140.0,0.0,2.7874410877908087,0,2009,9,,,
,浙江省,2081.0,0.0,4.064454950829372,0,2009,9,,,
,安徽省,1293.0,0.0,2.107588600139652,0,2009,9,,,
,福建省,637.0,0.0,1.7535758012045166,0,2009,9,,,
,江西省,1348.0,0.0,3.063642630178107,0,2009,9,,,
,山东省,958.0,0.0,1.017284243330016,0,2009,9,,,
,河南省,2115.0,0.0,2.2430801930546473,0,2009,9,,,
,湖北省,4059.0,0.0,7.107329002724598,0,2009,9,,,
,湖南省,2305.0,0.0,3.610141437040527,0,2009,9,,,
,广东省,2018.0,0.0,2.114417700890742,0,2009,9,,,
,广    西,2312.0,0.0,4.800664352145674,0,2009,9,,,
,海南省,111.0,0.0,1.2997723524837421,0,2009,9,,,
,重庆市,3562.0,0.0,12.546680643899032,0,2009,9,,,
,四川省,3304.0,0.0,4.037830462937752,0,2009,9,,,
,贵州省,2226.0,0.0,5.875305431421618,0,2009,9,,,
,云南省,3478.0,0.0,7.65573241124094,0,2009,9,,,
,西    藏,15.0,0.0,0.5226588281780008,0,2009,9,,,
,陕西省,506.0,0.0,1.3450294900373851,0,2009,9,,,
,甘肃省,717.0,0.0,2.728179180111764,0,2009,9,,,
,青海省,15.0,0.0,0.27061065459093686,0,2009,9,,,
,宁    夏,234.0,0.0,3.864029747084391,0,2009,9,,,
,新疆,433.0,0.0,2.0321025268467494,0,2009,9,,,
,全    国,25478.0,0.0,1.9184952048301196,0,2009,10,,,
,北京市,835.0,0.0,4.926255431122867,0,2009,10,,,
,天津市,143.0,0.0,1.215985774156918,0,2009,10,,,
,河北省,1497.0,0.0,2.141978336915364,0,2009,10,,,
,山西省,798.0,0.0,2.339757198293807,0,2009,10,,,
,内蒙古,372.0,0.0,1.541180657901022,0,2009,10,,,
,辽宁省,105.0,0.0,0.24335413756267066,0,2009,10,,,
,吉林省,29.0,0.0,0.10607189157784791,0,2009,10,,,
,黑龙江省,479.0,0.0,1.2523001865508974,0,2009,10,,,
,上海市,72.0,0.0,0.38126310029279414,0,2009,10,,,
,江苏省,230.0,0.0,0.2995847898092925,0,2009,10,,,
,浙江省,344.0,0.0,0.6718753018189833,0,2009,10,,,
,安徽省,428.0,0.0,0.6976395366278197,0,2009,10,,,
,福建省,267.0,0.0,0.7350152887309356,0,2009,10,,,
,江西省,546.0,0.0,1.2409116291374234,0,2009,10,,,
,山东省,308.0,0.0,0.32706006988063147,0,2009,10,,,
,河南省,782.0,0.0,0.8293563645242242,0,2009,10,,,
,湖北省,1109.0,0.0,1.9418644651445134,0,2009,10,,,
,湖南省,1867.0,0.0,2.9241362529087485,0,2009,10,,,
,广东省,919.0,0.0,0.9629087547663984,0,2009,10,,,
,广    西,1295.0,0.0,2.6889534325383426,0,2009,10,,,
,海南省,130.0,0.0,1.5222559083142924,0,2009,10,,,
,重庆市,4424.0,0.0,15.582963270244052,0,2009,10,,,
,四川省,2234.0,0.0,2.730179556356821,0,2009,10,,,
,贵州省,2982.0,0.0,7.870692181715754,0,2009,10,,,
,云南省,804.0,0.0,1.769755278504231,0,2009,10,,,
,西    藏,74.0,0.0,2.5784502190114713,0,2009,10,,,
,陕西省,515.0,0.0,1.3689529394649276,0,2009,10,,,
,甘肃省,775.0,0.0,2.9488687093258257,0,2009,10,,,
,青海省,24.0,0.0,0.4329770473454989,0,2009,10,,,
,宁    夏,584.0,0.0,9.643561420073866,0,2009,10,,,
,新疆,507.0,0.0,2.3793902566080876,0,2009,10,,,
,全    国,43640.0,3.0,3.286095091403816,0.0002259002125163026,2009,11,,,
,北京市,432.0,3.0,2.54867346855698,0.01769912130942347,2009,11,,,
,天津市,42.0,0.0,0.3571426749272067,0,2009,11,,,
,河北省,2307.0,0.0,3.300964611398627,0,2009,11,,,
,山西省,586.0,0.0,1.7181675666668808,0,2009,11,,,
,内蒙古,576.0,0.0,2.386344244491905,0,2009,11,,,
,辽宁省,107.0,0.0,0.24798945446862625,0,2009,11,,,
,吉林省,23.0,0.0,0.08412598297553456,0,2009,11,,,
,黑龙江省,193.0,0.0,0.5045802421802154,0,2009,11,,,
,上海市,24.0,0.0,0.12708770009759807,0,2009,11,,,
,江苏省,37.0,0.0,0.04819407488236445,0,2009,11,,,
,浙江省,1353.0,0.0,2.6425793120961756,0,2009,11,,,
,安徽省,447.0,0.0,0.7286095160575594,0,2009,11,,,
,福建省,520.0,0.0,1.431490449962871,0,2009,11,,,
,江西省,1507.0,0.0,3.425007005696148,0,2009,11,,,
,山东省,1073.0,0.0,1.1394008278633687,0,2009,11,,,
,河南省,1474.0,0.0,1.5632625080673999,0,2009,11,,,
,湖北省,3911.0,0.0,6.848180273381598,0,2009,11,,,
,湖南省,5387.0,0.0,8.437237276068252,0,2009,11,,,
,广东省,5116.0,0.0,5.3604365499291555,0,2009,11,,,
,广    西,3619.0,0.0,7.514534727688233,0,2009,11,,,
,海南省,102.0,0.0,1.1943854049850604,0,2009,11,,,
,重庆市,1477.0,0.0,5.202539952565656,0,2009,11,,,
,四川省,1736.0,0.0,2.1215719381537337,0,2009,11,,,
,贵州省,3241.0,0.0,8.55429690172393,0,2009,11,,,
,云南省,757.0,0.0,1.6662994351090834,0,2009,11,,,
,西    藏,79.0,0.0,2.7526698284041378,0,2009,11,,,
,陕西省,2699.0,0.0,7.174376667215223,0,2009,11,,,
,甘肃省,2624.0,0.0,9.984298700994795,0,2009,11,,,
,青海省,26.0,0.0,0.4690584679576238,0,2009,11,,,
,宁    夏,1013.0,0.0,16.72761595639525,0,2009,11,,,
,新疆,1152.0,0.0,5.4064251984467795,0,2009,11,,,
,全    国,24149.0,6.0,1.8184214106853975,0.0004518004250326052,2009,12,,,
,北京市,226.0,2.0,1.3333338053099015,0.011799414206282315,2009,12,,,
,天津市,46.0,0.0,0.39115626301551204,0,2009,12,,,
,河北省,2013.0,0.0,2.880295519178776,0,2009,12,,,
,山西省,468.0,0.0,1.372188432082082,0,2009,12,,,
,内蒙古,96.0,0.0,0.3977240407486509,0,2009,12,,,
,辽宁省,135.0,0.0,0.3128838911520051,0,2009,12,,,
,吉林省,72.0,0.0,0.26335090322776034,0,2009,12,,,
,黑龙江省,140.0,0.0,0.3660167559856485,0,2009,12,,,
,上海市,60.0,0.0,0.31771925024399517,0,2009,12,,,
,江苏省,94.0,0.0,0.12243900105249347,0,2009,12,,,
,浙江省,604.0,0.0,1.1796880299379822,0,2009,12,,,
,安徽省,356.0,0.0,0.58027961457828,0,2009,12,,,
,福建省,1767.0,0.0,4.864314663623832,0,2009,12,,,
,江西省,901.0,0.0,2.047731461268898,0,2009,12,,,
,山东省,1305.0,2.0,1.3857577636176106,0.002123766687536568,2009,12,,,
,河南省,1103.0,0.0,1.1697954860232982,0,2009,12,,,
,湖北省,2557.0,0.0,4.477319600878738,0,2009,12,,,
,湖南省,1656.0,0.0,2.5936634358954938,0,2009,12,,,
,广东省,2462.0,0.0,2.5796315062403403,0,2009,12,,,
,广    西,1861.0,0.0,3.8642025775705444,0,2009,12,,,
,海南省,33.0,0.0,0.3864188074951665,0,2009,12,,,
,重庆市,124.0,0.0,0.4367738348802583,0,2009,12,,,
,四川省,476.0,0.0,0.5817213378808626,0,2009,12,,,
,贵州省,440.0,0.0,1.1613362038748933,0,2009,12,,,
,云南省,1485.0,0.0,3.2687644136552025,0,2009,12,,,
,西    藏,2.0,0.0,0.06968784375706678,0,2009,12,,,
,陕西省,1978.0,2.0,5.257842551964324,0.0053163220950094275,2009,12,,,
,甘肃省,755.0,0.0,2.8727688716658046,0,2009,12,,,
,青海省,22.0,0.0,0.396895626733374,0,2009,12,,,
,宁    夏,618.0,0.0,10.2050016397357,0,2009,12,,,
,新疆,294.0,0.0,1.3797647641869384,0,2009,12,,,
,全    国,10501.0,4.0,0.7867449822735253,0.00029968383288202086,2010,1,,,
,北京市,166.0,0.0,0.9458686224950579,0,2010,1,,,
,天津市,91.0,0.0,0.7409452018098605,0,2010,1,,,
,河北省,1635.0,0.0,2.3242965772294877,0,2010,1,,,
,山西省,316.0,0.0,0.9219936478722444,0,2010,1,,,
,内蒙古,25.0,3.0,0.10321751282456952,0.012386101538948343,2010,1,,,
,辽宁省,342.0,0.0,0.7918499836038431,0,2010,1,,,
,吉林省,138.0,0.0,0.5037309673649497,0,2010,1,,,
,黑龙江省,154.0,0.0,0.402511662318016,0,2010,1,,,
,上海市,393.0,0.0,2.045807876776775,0,2010,1,,,
,江苏省,523.0,0.0,0.6770225573171763,0,2010,1,,,
,浙江省,719.0,0.0,1.388030378907776,0,2010,1,,,
,安徽省,547.0,0.0,0.8921864738887113,0,2010,1,,,
,福建省,497.0,0.0,1.3702781270332742,0,2010,1,,,
,江西省,329.0,0.0,0.7423018224479923,0,2010,1,,,
,山东省,959.0,0.0,1.0126395151156775,0,2010,1,,,
,河南省,656.0,0.0,0.6914727673200779,0,2010,1,,,
,湖北省,406.0,0.0,0.7097907681920379,0,2010,1,,,
,湖南省,536.0,0.0,0.8367154615916461,0,2010,1,,,
,广东省,458.0,0.0,0.47520260024222466,0,2010,1,,,
,广    西,182.0,0.0,0.3747939148295244,0,2010,1,,,
,海南省,15.0,0.0,0.17359668490512015,0,2010,1,,,
,重庆市,29.0,0.0,0.10143405011646552,0,2010,1,,,
,四川省,206.0,1.0,0.25168013287733615,0.0012217482178511466,2010,1,,,
,贵州省,159.0,0.0,0.4186415665683272,0,2010,1,,,
,云南省,248.0,0.0,0.5425507929270453,0,2010,1,,,
,陕西省,159.0,0.0,0.42152748836425064,0,2010,1,,,
,甘肃省,175.0,0.0,0.6640199464003099,0,2010,1,,,
,青海省,6.0,0.0,0.10766134263383784,0,2010,1,,,
,宁    夏,293.0,0.0,4.68647558322229,0,2010,1,,,
,新疆,139.0,0.0,0.643925771757777,0,2010,1,,,
,全    国,6340.0,1.0,0.4749988751180031,0.00007492095822050522,2010,2,,,
,北京市,59.0,0.0,0.3361822212482435,0,2010,2,,,
,天津市,67.0,0.0,0.545531082651216,0,2010,2,,,
,河北省,1183.0,0.0,1.6817387467048832,0,2010,2,,,
,山西省,41.0,0.0,0.11962575811000639,0,2010,2,,,
,内蒙古,11.0,0.0,0.0454157056428106,0,2010,2,,,
,辽宁省,203.0,0.0,0.4700162183379537,0,2010,2,,,
,吉林省,94.0,0.0,0.34312109371235705,0,2010,2,,,
,黑龙江省,74.0,0.0,0.19341469488008564,0,2010,2,,,
,上海市,481.0,0.0,2.5039022613985464,0,2010,2,,,
,江苏省,464.0,0.0,0.6006471636618925,0,2010,2,,,
,浙江省,562.0,0.0,1.0849416869905009,0,2010,2,,,
,安徽省,256.0,0.0,0.417549793995448,0,2010,2,,,
,福建省,129.0,0.0,0.35566575128227845,0,2010,2,,,
,江西省,224.0,0.0,0.5053969854965054,0,2010,2,,,
,山东省,534.0,0.0,0.5638680928798454,0,2010,2,,,
,河南省,320.0,1.0,0.3373037889366234,0.001054074340426948,2010,2,,,
,湖北省,146.0,0.0,0.25524495604935354,0,2010,2,,,
,湖南省,460.0,0.0,0.7180767021122336,0,2010,2,,,
,广东省,234.0,0.0,0.24278910143380036,0,2010,2,,,
,广    西,60.0,0.0,0.12355843346028277,0,2010,2,,,
,海南省,7.0,0.0,0.08101178628905607,0,2010,2,,,
,重庆市,34.0,0.0,0.11892267944689063,0,2010,2,,,
,四川省,69.0,0.0,0.08430062703172911,0,2010,2,,,
,贵州省,105.0,0.0,0.2764614118847443,0,2010,2,,,
,云南省,56.0,0.0,0.12251146937062314,0,2010,2,,,
,陕西省,40.0,0.0,0.10604465116081778,0,2010,2,,,
,甘肃省,69.0,0.0,0.26181357886640794,0,2010,2,,,
